Data.File	Name	Acq..Date.Time	Pos.	Type	Vol.	Level	FWHM	Area	RT	SN_ratio	Calculated_Concentration	Compound	Time	SD	Mean	Upper	Lower	Warning	Deviation
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.058	267211	1.203	832.82	36.4381	Phenylalanine	83	6327.7553705411	266211.823529412	332764.779411765	199658.867647059	No	0.00375331364828678
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.058	270056	1.203	8	36.8853	Phenylalanine	90	6327.7553705411	266211.823529412	332764.779411765	199658.867647059	No	0.0144402920186734
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.058	274744	1.203	8	37.6237	Phenylalanine	98	6327.7553705411	266211.823529412	332764.779411765	199658.867647059	No	0.0320503287850609
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.058	265355	1.203	1005.3	36.1468	Phenylalanine	108	6327.7553705411	266211.823529412	332764.779411765	199658.867647059	No	0.00321857804079496
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.058	266102	1.203	8	36.264	Phenylalanine	115	6327.7553705411	266211.823529412	332764.779411765	199658.867647059	No	0.000412541892225963
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.058	253086	1.203	2978.18	34.229	Phenylalanine	122	6327.7553705411	266211.823529412	332764.779411765	199658.867647059	No	0.0493059374876397
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.058	262246	1.203	8	35.6596	Phenylalanine	130	6327.7553705411	266211.823529412	332764.779411765	199658.867647059	No	0.0148972479014389
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.049	88154	1.281	5496.95	8.3418	Tryptophan	2	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0293116071931437
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.05	85166	1.281	14689.1	8.0585	Tryptophan	12	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0055771452434231
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.05	84186	1.281	1212.36	7.9657	Tryptophan	19	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0170199087601016
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.05	85135	1.281	221.15	8.0556	Tryptophan	26	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.00593911021180783
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.05	88429	1.281	349.56	8.3679	Tryptophan	34	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0325225867513954
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.05	84495	1.281	728.85	7.9949	Tryptophan	44	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0134119353655571
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.05	85700	1.281	6887.62	8.1092	Tryptophan	51	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.000657993244236438
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.05	84762	1.281	7176.07	8.0203	Tryptophan	58	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0102943661217273
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.051	87856	1.281	1048.47	8.3135	Tryptophan	66	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0258320729809292
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.051	85222	1.281	29758.47	8.0638	Tryptophan	76	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.00492327304247004
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.051	85381	1.281	4386.98	8.0789	Tryptophan	83	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.00306674304333546
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.051	85765	1.281	22129.1	8.1154	Tryptophan	90	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0014169520489141
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.051	87766	1.281	5646.69	8.305	Tryptophan	98	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0247812069436833
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.051	83381	1.281	363.89	7.8894	Tryptophan	108	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0264193216488019
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.052	84793	1.281	653.07	8.0232	Tryptophan	115	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.00993240115334259
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.052	83295	1.281	463.99	7.8812	Tryptophan	122	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.0274234825288369
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.052	86456	1.281	518.37	8.1808	Tryptophan	130	1590.03046123244	85643.6470588235	107054.558823529	64232.7352941176	No	0.00948526795710275
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.052	591497	1.289	26005.28	46.1281	Isoleucine	2	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00650735793936604
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.053	596519	1.289	556.55	46.6725	Isoleucine	12	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00192771450973937
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.054	587119	1.289	2327.12	45.6551	Isoleucine	19	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.01386075244
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.054	589643	1.284	529.06	45.9277	Isoleucine	26	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00962138110158059
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.055	592485	1.289	4284.29	46.2351	Isoleucine	34	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00484788928549983
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.055	589989	1.289	298.94	45.9651	Isoleucine	44	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00904023114789869
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.056	592227	1.289	1350.86	46.2072	Isoleucine	51	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00528123231454586
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.056	594093	1.289	606.89	46.4094	Isoleucine	58	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00214705366260825
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.057	594965	1.289	13357.43	46.5039	Isoleucine	66	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.000682421409398388
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.058	592692	1.289	298.66	46.2575	Isoleucine	76	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00450020708777684
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.058	604139	1.289	12578.69	47.5019	Isoleucine	83	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.0147264504838898
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.058	604398	1.289	3833.87	47.5302	Isoleucine	90	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.0151614731370794
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.06	597815	1.289	8	46.8133	Isoleucine	98	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00410450739983109
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.059	594555	1.289	234.04	46.4594	Isoleucine	108	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00137106730827
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.06	600131	1.289	3707.68	47.0652	Isoleucine	115	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00799451691638388
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.06	601939	1.289	687.48	47.262	Isoleucine	122	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.0110312773679933
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.063	597106	1.289	224.38	46.7363	Isoleucine	130	5044.77500445642	595371.294117647	744214.117647059	446528.470588235	No	0.00291365388202628
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.047	18712	1.291	188.65	2.6546	Kynurenine	2	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.0144107658210693
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.047	18186	1.291	660.85	2.5797	Kynurenine	12	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.0141046287290527
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.048	18264	1.291	5397.1	2.5908	Kynurenine	19	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.00987611014557451
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.048	18267	1.291	2470.47	2.5913	Kynurenine	26	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.00971347481544073
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.047	19054	1.291	953.99	2.7032	Kynurenine	34	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.0329511934563197
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.049	18399	1.291	3882.08	2.61	Kynurenine	44	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.00255752028955461
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.048	18285	1.291	104.4	2.5937	Kynurenine	51	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.00873766283463808
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.048	17967	1.291	3730.62	2.5486	Kynurenine	58	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.0259770078288183
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.05	18717	1.291	171.64	2.6553	Kynurenine	66	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.0146818247046256
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.049	18411	1.291	203.33	2.6116	Kynurenine	76	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.00190697896901951
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.049	18668	1.291	2958.35	2.6482	Kynurenine	83	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.0120254476457739
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.048	18615	1.291	205.76	2.6407	Kynurenine	90	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.00915222348007723
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.049	18800	1.291	200.62	2.6671	Kynurenine	98	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.0191814021716601
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.05	18413	1.291	2214.36	2.6119	Kynurenine	108	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.00179855541559699
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.049	18123	1.291	208.63	2.5707	Kynurenine	115	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.017519970661862
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.05	17879	1.291	1623.63	2.5361	Kynurenine	122	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.030747644179409
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.049	18825	1.291	137.5	2.6706	Kynurenine	130	323.953167003758	18446.1764705882	23057.7205882353	13834.6323529412	No	0.0205366965894415
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.047	20351	1.425	1501.11	17.0915	Methionine	2	234.531980761686	19943	24928.75	14957.25	No	0.0204583061725919
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.048	20156	1.425	1846.85	16.9021	Methionine	12	234.531980761686	19943	24928.75	14957.25	No	0.0106804392518678
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.048	19963	1.425	3570.71	16.7133	Methionine	19	234.531980761686	19943	24928.75	14957.25	No	0.00100285814571529
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.048	20254	1.425	525.31	16.9977	Methionine	26	234.531980761686	19943	24928.75	14957.25	No	0.0155944441658727
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.049	19852	1.425	178.78	16.6054	Methionine	34	234.531980761686	19943	24928.75	14957.25	No	0.00456300456300456
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.049	19642	1.425	55.13	16.4022	Methionine	44	234.531980761686	19943	24928.75	14957.25	No	0.0150930150930151
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.05	19991	1.43	55.93	16.7405	Methionine	51	234.531980761686	19943	24928.75	14957.25	No	0.00240685954971669
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.049	20102	1.43	2932.14	16.8488	Methionine	58	234.531980761686	19943	24928.75	14957.25	No	0.00797272225843654
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.05	19819	1.43	9152.27	16.5738	Methionine	66	234.531980761686	19943	24928.75	14957.25	No	0.00621772050343479
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.05	19924	1.425	2900.66	16.6761	Methionine	76	234.531980761686	19943	24928.75	14957.25	No	0.000952715238429524
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.05	19933	1.43	3162.34	16.6846	Methionine	83	234.531980761686	19943	24928.75	14957.25	No	0.000501429072857644
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.052	19758	1.43	1162.19	16.5147	Methionine	90	234.531980761686	19943	24928.75	14957.25	No	0.00927643784786642
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.05	19841	1.43	1999.01	16.5949	Methionine	98	234.531980761686	19943	24928.75	14957.25	No	0.00511457654314797
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.049	19590	1.43	1212.82	16.3516	Methionine	108	234.531980761686	19943	24928.75	14957.25	No	0.0177004462718748
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.051	19919	1.43	8	16.6709	Methionine	115	234.531980761686	19943	24928.75	14957.25	No	0.00120342977485835
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.051	19609	1.43	144.29	16.3699	Methionine	122	234.531980761686	19943	24928.75	14957.25	No	0.0167477310334453
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.05	20327	1.43	2053.84	17.0681	Methionine	130	234.531980761686	19943	24928.75	14957.25	No	0.0192548763977335
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.042	425924	1.505	13473.56	103.1228	Valine	2	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00123898122556258
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.042	427391	1.505	8	103.5679	Valine	12	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00468752506309675
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.042	424641	1.5	1362.43	102.7339	Valine	19	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00177702541626177
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.042	426691	1.5	312.47	103.3553	Valine	26	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.0030420031228964
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.042	429188	1.505	1971.57	104.1132	Valine	34	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00891181495815393
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.042	415817	1.505	326.97	100.0674	Valine	44	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.0225200048453016
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.042	424970	1.505	656.88	102.8334	Valine	51	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00100363010436761
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.043	422889	1.505	4207.85	102.2032	Valine	58	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00589553175802036
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.043	427696	1.505	3639.85	103.6604	Valine	66	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00540450247989833
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.043	422184	1.505	791.77	101.9899	Valine	76	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.007552807426365
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.043	426443	1.505	8	103.28	Valine	83	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.0024590182069397
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.043	434245	1.505	8995.02	105.652	Valine	90	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.020799535603287
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.044	426708	1.505	14427.36	103.3604	Valine	98	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00308196579858698
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.043	425338	1.505	14201.3	102.9451	Valine	108	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.000138555712947994
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.044	422531	1.505	392.1	102.095	Valine	115	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.0067370986931514
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.044	427313	1.505	554.08	103.5439	Valine	122	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00450416690404585
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.044	421779	1.505	865.77	101.8676	Valine	130	3879.49206518373	425396.941176471	531746.176470588	319047.705882353	No	0.00850485940605234
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.04	12475	1.597	1723.57	3.4999	Tyrosine	2	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0229997057504088
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.04	12245	1.597	578.5	3.4367	Tyrosine	12	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.00413878933176397
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.039	12341	1.597	1116.51	3.4631	Tyrosine	19	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0120111718369375
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.04	12205	1.597	171.99	3.4256	Tyrosine	26	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.000858629954608348
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.04	12529	1.597	161.31	3.5147	Tyrosine	34	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0274279209095689
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.04	11843	1.597	74.29	3.326	Tyrosine	44	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.02882681240865
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.041	12122	1.597	110.56	3.4029	Tyrosine	51	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.00594770075298956
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.04	11959	1.597	2723.17	3.358	Tyrosine	58	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0193143502148987
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.04	12361	1.597	82.95	3.4686	Tyrosine	66	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0136512515255153
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.04	11991	1.597	124.66	3.3667	Tyrosine	76	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0166902227131742
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.041	12122	1.597	2778.96	3.4026	Tyrosine	83	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.00594770075298956
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.041	12508	1.597	105.63	3.5089	Tyrosine	90	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0257058372365622
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.041	12110	1.597	2563.56	3.3993	Tyrosine	98	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.00693174856613625
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.041	12061	1.597	297.99	3.3858	Tyrosine	108	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0109499438031519
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.042	12287	1.597	459.94	3.4481	Tyrosine	115	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.00758295667777737
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.041	11982	1.597	120.95	3.364	Tyrosine	122	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.0174282585730342
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.042	12166	1.597	987.9	3.415	Tyrosine	130	201.730363866926	12194.5294117647	15243.1617647059	9145.89705882353	No	0.00233952543811838
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.039	17284	1.662	357.29	3.8568	AABA	2	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.00671536447983339
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.039	17561	1.662	46.04	3.9187	AABA	12	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0228493702632697
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.039	16429	1.662	252.38	3.6652	AABA	19	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0430845450683185
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.039	15987	1.662	332.73	3.5662	AABA	26	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0688290597119245
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.04	17702	1.662	1079.52	3.9503	AABA	34	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0310619869255965
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.039	17177	1.662	310.35	3.8328	AABA	44	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.000483095097783967
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.04	17342	1.662	95.72	3.8697	AABA	51	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0100936039579536
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.04	17911	1.662	247.34	3.9972	AABA	58	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0432352981484781
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.04	17934	1.662	166.24	4.0024	AABA	66	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0445749448380775
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.04	17397	1.662	236.68	3.882	AABA	76	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0132971069113435
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.04	17287	1.662	264.36	3.8574	AABA	83	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.00689010100456374
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.04	16613	1.662	45.63	3.7064	AABA	90	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0323673715515233
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.041	17309	1.662	450.04	3.8624	AABA	98	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0081715021859197
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.041	17700	1.662	196.22	3.9499	AABA	108	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0309454959091096
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.041	15756	1.662	272.9	3.5143	AABA	115	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0822837721161621
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.041	17385	1.662	103.63	3.8794	AABA	122	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.0125981608124221
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.041	17094	1.662	265.83	3.8142	AABA	130	626.844155742267	17168.7058823529	21460.8823529412	12876.5294117647	No	0.00435128208642259
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.036	494	1.732	34.79	0	Amoxicilin	2	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.203841743119266
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.035	389	1.732	6.86	0	Amoxicilin	12	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0520355504587156
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.037	343	1.732	11.42	0	Amoxicilin	19	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.164134174311927
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.035	416	1.732	5.68	0	Amoxicilin	26	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0137614678899082
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.037	434	1.732	3.37	0	Amoxicilin	34	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0576261467889908
