Name	Compound	Data.File	Acq..Date.Time	Pos.	Type	Vol.	Level	FWHM	Area	RT	SN_ratio	Calculated_Concentration	Time	Concentration_volumn_adjust	LOD	Area_mean	Max_Area	Within_detection	Factor	Calculated_concentration_reNorm	Factor_pqn	Calculated_concentration_reNorm_pqn
Blasche-S3_P3-A9	Leucine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.055	665171	1.194	36250.81	57.9288	64	289.644	0.16	4180.66666666667	1064541.66666667	Yes	1.00695092478202	287.644603993685	1.01777043087787	284.586770466666
Blasche-S3_P3-A9	Dopamine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.049	186	0.907	19.32	0.0029	64	0.0145	0.16	9271.66666666667	3151562.33333333	Lower	1.00695092478202	0.0143999073272998	1.01777043087787	0.0142468277325498
Blasche-S3_P3-A9	Ornithine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.04	7475	2.383	71.07	2.1836	64	10.918	0.16	361	134187.333333333	Yes	1.00695092478202	10.8426336689282	1.01777043087787	10.7273700126882
Blasche-S3_P3-A9	Citrulline	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.035	780	2.092	73.5	0.461	64	2.305	0.16	313.666666666667	398619.333333333	Yes	1.00695092478202	2.28908871651214	1.01777043087787	2.26475433955361
Blasche-S3_P3-A9	Lysine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.036	171263	2.355	361.49	79.7077	64	398.5385	0.16	1370	198000	Yes	1.00695092478202	395.787411473178	1.01777043087787	391.579955468194
Blasche-S3_P3-A9	Serine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.036	14480	2.022	834.08	22.6308	64	113.154	0.16	149.333333333333	56241.6666666667	Yes	1.00695092478202	112.37290439402	1.01777043087787	111.178313465444
Blasche-S3_P3-A9	Phenylalanine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.055	169982	1.203	187.14	21.6434	64	108.217	0.16	1648.33333333333	642319.333333333	Yes	1.00695092478202	107.469984223338	1.01777043087787	106.327514257472
Blasche-S3_P3-A9	Proline	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.083	46831	2.324	98.6	11.1351	64	55.6755	0.8	2227	186747.333333333	Yes	1.00695092478202	55.2911752000745	1.01777043087787	54.703397063695
Blasche-S3_P3-A9	Methionine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.047	13397	1.425	120.91	10.5133	64	52.5665	0.16	354.333333333333	55165.6666666667	Yes	1.00695092478202	52.20363644969	1.01777043087787	51.6486806898676
Blasche-S3_P3-A9	Glutamine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.035	123	2.015	5.52	0.1822	64	0.911	0.16	152.666666666667	116342.333333333	Lower	1.00695092478202	0.90471141897725	1.01777043087787	0.895093797541578
Blasche-S3_P3-A9	Cadaverine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.039	62477	2.148	202.51	0.815	64	4.075	0.16	17316	1409136	Yes	1.00695092478202	4.04687050749977	1.01777043087787	4.00384986276831
Blasche-S3_P3-A9	Asparagine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.037	3473	2.052	29.76	11.7287	64	58.6435	0.16	27.3333333333333	29612	Yes	1.00695092478202	58.2386872654142	1.01777043087787	57.6195753195714
Blasche-S3_P3-A9	Isoleucine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.054	354977	1.289	13323.56	22.7113	64	113.5565	0.16	3871.66666666667	1031824.33333333	Yes	1.00695092478202	112.772625959484	1.01777043087787	111.573785752503
Blasche-S3_P3-A9	AABA	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.039	5447	1.662	83.07	1.2095	64	6.0475	0.16	833	442076.333333333	Yes	1.00695092478202	6.00575445254108	1.01777043087787	5.9419097043169
Blasche-S3_P3-A9	Histidine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.04	35349	2.301	629.87	3.8903	64	19.4515	0.8	3225	427967.333333333	Yes	1.00695092478202	19.3172274053084	1.01777043087787	19.1118737682547
Blasche-S3_P3-A9	Kynurenine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.049	404	1.312	126.28	0.0496	64	0.248	0.16	1008.33333333333	716755.333333333	Lower	1.00695092478202	0.24628807014968	1.01777043087787	0.243669881218783
Blasche-S3_P3-A9	Alanine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.037	105112	1.804	1331.57	100.1505	64	500.7525	0.16	951	105926	Yes	1.00695092478202	497.295834063014	1.01777043087787	492.00928304439
Blasche-S3_P3-A9	Tryptophan	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.049	64188	1.281	665.77	6.0701	64	30.3505	0.16	1417.33333333333	831942	Yes	1.00695092478202	30.1409922301526	1.01777043087787	29.820575523914
Blasche-S3_P3-A9	Pyridoxamine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.062	858	1.822	14.61	0.0018	64	0.009	0.16	59651.6666666667	5190994	Lower	1.00695092478202	0.00893787351349643	1.01777043087787	0.00884285859261713
Blasche-S3_P3-A9	Pyridoxal	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.058	518	0.423	8.83	0.0011	64	0.0055	0.16	63937	3253749.33333333	Lower	1.00695092478202	0.00546203381380338	1.01777043087787	0.00540396913993269
Blasche-S3_P3-A9	Arginine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.056	201204	2.327	6634.46	172.1133	64	860.5665	0.16	2433	150733	Upper	1.00695092478202	854.626058550259	1.01777043087787	845.540874338161
Blasche-S3_P3-A9	Glycine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.036	1598	1.914	53.2	59.0765	64	295.3825	0.16	24.3333333333333	2570.66666666667	Yes	1.00695092478202	293.343491455596	1.01777043087787	290.225075359303
Blasche-S3_P3-A9	Pyridoxine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.057	1439	0.533	45.16	0.0022	64	0.011	0.16	103557.666666667	5421523.66666667	Lower	1.00695092478202	0.0109240676276068	1.01777043087787	0.0108079382798654
Blasche-S3_P3-A9	Threonine	Blasche-S3_P3-A9.d	11/7/23 20:20	P3-A9	Sample	0.2	0	0.04	22006	1.881	1176.1	11.8432	64	59.216	0.16	324	167510	Yes	1.00695092478202	58.8072353305783	1.01777043087787	58.1820793800462
Blasche-S3_P3-B1	Aspartic acid	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.074	8964	2.172	579.22	32.0521	91	160.2605	0.16	58	27590.3333333333	Yes	0.997381560223296	160.681234134829	1.21917497066188	131.44995907601
Blasche-S3_P3-B1	Tyrosine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.041	5731	1.597	122.32	1.632	91	8.16	0.064	258	151604	Yes	0.997381560223296	8.18142256226706	1.21917497066188	6.69305078955978
Blasche-S3_P3-B1	Kynurenine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.047	562	1.312	128.17	0.072	91	0.36	0.16	1008.33333333333	716755.333333333	Lower	0.997381560223296	0.360945113041194	1.21917497066188	0.295281652480578
Blasche-S3_P3-B1	Threonine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.04	29886	1.881	1280.72	16.1727	91	80.8635	0.16	324	167510	Yes	0.997381560223296	81.0757920789072	1.21917497066188	66.3264108482313
Blasche-S3_P3-B1	Nicotinic Acid	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.04	5262	0.419	181.96	0.0852	91	0.426	0.16	9843	1128558	Lower	0.997381560223296	0.427118383765413	1.21917497066188	0.349416622102018
Blasche-S3_P3-B1	Isoleucine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.057	439794	1.289	239.79	30.575	91	152.875	0.16	3871.66666666667	1031824.33333333	Yes	0.997381560223296	153.276344878257	1.21917497066188	125.39217395269
Blasche-S3_P3-B1	Homoserine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.036	347	1.908	19.02	0.8756	91	4.378	0.16	74.3333333333333	35731	Yes	0.997381560223296	4.38949362470652	1.21917497066188	3.59095298488881
Blasche-S3_P3-B1	Tryptophan	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.051	79854	1.281	939.18	7.5551	91	37.7755	0.16	1417.33333333333	831942	Yes	0.997381560223296	37.8746725491323	1.21917497066188	30.9844779535558
Blasche-S3_P3-B1	Pyridoxamine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.061	820	1.817	2.38	0.0017	91	0.0085	0.16	59651.6666666667	5190994	Lower	0.997381560223296	0.00852231516902819	1.21917497066188	0.00697192790579144
Blasche-S3_P3-B1	Phenylalanine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.056	204539	1.203	464.82	26.7843	91	133.9215	0.16	1648.33333333333	642319.333333333	Yes	0.997381560223296	134.273085989295	1.21917497066188	109.846005062994
Blasche-S3_P3-B1	Arginine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.055	229173	2.327	2072.2	220.2117	91	1101.0585	0.16	2433	150733	Upper	0.997381560223296	1103.94912429852	1.21917497066188	903.117703771631
Blasche-S3_P3-B1	Lysine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.037	211092	2.355	2059.69	110.1137	91	550.5685	0.16	1370	198000	Upper	0.997381560223296	552.013915192835	1.21917497066188	451.591045788204
Blasche-S3_P3-B1	Serine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.037	18919	2.022	607.7	30.3398	91	151.699	0.16	149.333333333333	56241.6666666667	Yes	0.997381560223296	152.097257508989	1.21917497066188	124.427587221254
Blasche-S3_P3-B1	Asparagine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.037	4774	2.052	154.6	15.4729	91	77.3645	0.16	27.3333333333333	29612	Yes	0.997381560223296	77.5676061052096	1.21917497066188	63.4564372314825
Blasche-S3_P3-B1	Ornithine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.04	8966	2.383	901.76	2.6255	91	13.1275	0.16	361	134187.333333333	Yes	0.997381560223296	13.1619638095785	1.21917497066188	10.7675274803855
Blasche-S3_P3-B1	Valine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.043	294343	1.505	878.03	64.9204	91	324.602	0.16	2533.33333333333	417411	Yes	0.997381560223296	325.454182176104	1.21917497066188	266.247263773613
Blasche-S3_P3-B1	Leucine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.057	808444	1.194	8	72.7665	91	363.8325	0.16	4180.66666666667	1064541.66666667	Yes	0.997381560223296	364.787674557112	1.21917497066188	298.425171739278
Blasche-S3_P3-B1	Methionine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.049	16110	1.43	572.76	13.0267	91	65.1335	0.16	354.333333333333	55165.6666666667	Yes	0.997381560223296	65.304495889635	1.21917497066188	53.4242430884549
Blasche-S3_P3-B1	Dopamine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.038	158	0.907	43.41	0.0023	91	0.0115	0.16	9271.66666666667	3151562.33333333	Lower	0.997381560223296	0.0115301911110381	1.21917497066188	0.00943260834312959
Blasche-S3_P3-B1	Pyridoxine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.054	1912	0.533	166	0.0031	91	0.0155	0.16	103557.666666667	5421523.66666667	Lower	0.997381560223296	0.0155406923670514	1.21917497066188	0.0127135155929138
Blasche-S3_P3-B1	Cadaverine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.039	69140	2.148	395.8	0.918	91	4.59	0.16	17316	1409136	Yes	0.997381560223296	4.60205019127522	1.21917497066188	3.76484106912738
Blasche-S3_P3-B1	GABA	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.038	1678	2.147	42.02	0.8826	91	4.413	0.16	465.333333333333	29886.6666666667	Yes	0.997381560223296	4.42458551069664	1.21917497066188	3.61966092332443
Blasche-S3_P3-B1	Glutamic acid	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.035	33934	2.02	516.43	41.8672	91	209.336	0.16	284.333333333333	80132	Yes	0.997381560223296	209.885572732198	1.21917497066188	171.703000010207
Blasche-S3_P3-B1	Pyridoxal	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.065	711	0.428	31.23	0.0016	91	0.008	0.16	63937	3253749.33333333	Lower	0.997381560223296	0.00802100251202653	1.21917497066188	0.00656181449956841
Blasche-S3_P3-B1	AABA	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.04	6798	1.662	109.16	1.5107	91	7.5535	0.16	833	442076.333333333	Yes	0.997381560223296	7.57333030932405	1.21917497066188	6.19558322781125
Blasche-S3_P3-B1	Alanine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.038	136318	1.804	2395.33	138.4419	91	692.2095	0.16	951	105926	Upper	0.997381560223296	694.026767293579	1.21917497066188	567.768791729875
Blasche-S3_P3-B1	Citrulline	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.037	1084	2.092	13.66	0.6557	91	3.2785	0.16	313.666666666667	398619.333333333	Yes	0.997381560223296	3.28710709195987	1.21917497066188	2.68911360460438
Blasche-S3_P3-B1	Agmatine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.037	4751	2.115	159.44	0.0171	91	0.0855	0.16	49151.3333333333	1493261.33333333	Lower	0.997381560223296	0.0857244643472835	1.21917497066188	0.0701293924641374
Blasche-S3_P3-B1	Glutamine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.042	342	2.02	0.83	0.4203	91	2.1015	0.16	152.666666666667	116342.333333333	Yes	0.997381560223296	2.10701709737797	1.21917497066188	1.72370664635538
Blasche-S3_P3-B1	Histidine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.039	44293	2.301	343.89	4.9986	91	24.993	0.8	3225	427967.333333333	Yes	0.997381560223296	25.0586144728849	1.21917497066188	20.4999287234642
Blasche-S3_P3-B1	Proline	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.083	53920	2.324	102.49	12.8344	91	64.172	0.8	2227	186747.333333333	Yes	0.997381560223296	64.3404716502208	1.21917497066188	52.635595008288
Blasche-S3_P3-B1	Glycine	Blasche-S3_P3-B1.d	11/7/23 22:07	P3-B1	Sample	0.2	0	0.038	2306	1.914	237.18	89.4122	91	447.061	0.16	24.3333333333333	2570.66666666667	Yes	0.997381560223296	448.234675503637	1.21917497066188	366.691418998944
Blasche-S3_P3-B10	Nicotinic Acid	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.04	4127	0.419	110.47	0.0655	78	0.3275	0.16	9843	1128558	Lower	0.975652229650713	0.335672886349315	0.955657600738643	0.342695961133852
Blasche-S3_P3-B10	Cadaverine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.039	59821	2.148	129.07	0.7744	78	3.872	0.16	17316	1409136	Yes	0.975652229650713	3.96862722425816	0.955657600738643	4.05166034048939
Blasche-S3_P3-B10	Glycine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.039	1516	1.914	160.07	55.6707	78	278.3535	0.16	24.3333333333333	2570.66666666667	Yes	0.975652229650713	285.299916856287	0.955657600738643	291.269069366326
Blasche-S3_P3-B10	Arginine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.055	186128	2.327	2889.26	148.5168	78	742.584	0.16	2433	150733	Upper	0.975652229650713	761.115464539908	0.955657600738643	777.03980947365
Blasche-S3_P3-B10	Pyridoxine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.056	1378	0.533	131.34	0.0021	78	0.0105	0.16	103557.666666667	5421523.66666667	Lower	0.975652229650713	0.0107620314707414	0.955657600738643	0.0109871987539098
Blasche-S3_P3-B10	Pyridoxal	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.065	633	0.428	21.38	0.0014	78	0.007	0.16	63937	3253749.33333333	Lower	0.975652229650713	0.00717468764716094	0.955657600738643	0.00732479916927317
Blasche-S3_P3-B10	Pyridoxamine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.066	785	1.817	3.48	0.0016	78	0.008	0.16	59651.6666666667	5190994	Lower	0.975652229650713	0.00819964302532679	0.955657600738643	0.00837119905059791
Blasche-S3_P3-B10	Asparagine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.037	3146	2.052	249.97	10.7607	78	53.8035	0.16	27.3333333333333	29612	Yes	0.975652229650713	55.1461866891462	0.955657600738643	56.2999760148556
Blasche-S3_P3-B10	Histidine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.039	34922	2.301	317.97	3.838	78	19.19	0.8	3225	427967.333333333	Yes	0.975652229650713	19.6688937070026	0.955657600738643	20.0804137226217
Blasche-S3_P3-B10	Glutamine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.034	187	2.015	12.82	0.257	78	1.285	0.16	152.666666666667	116342.333333333	Yes	0.975652229650713	1.31706766094312	0.955657600738643	1.34462384750229
Blasche-S3_P3-B10	Serine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.036	13617	2.022	1615.49	21.1562	78	105.781	0.16	149.333333333333	56241.6666666667	Yes	0.975652229650713	108.420804857762	0.955657600738643	110.689225846412
Blasche-S3_P3-B10	Glutamic acid	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.034	22125	2.02	2721.72	27.1879	78	135.9395	0.16	284.333333333333	80132	Yes	0.975652229650713	139.331921630176	0.955657600738643	142.247076667344
Blasche-S3_P3-B10	Aspartic acid	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.076	6253	2.172	439.14	22.3076	78	111.538	0.16	58	27590.3333333333	Yes	0.975652229650713	114.321472969862	0.955657600738643	116.713349963199
Blasche-S3_P3-B10	AABA	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.04	4870	1.662	70.09	1.0808	78	5.404	0.16	833	442076.333333333	Yes	0.975652229650713	5.53885886360824	0.955657600738643	5.65474495867889
Blasche-S3_P3-B10	Valine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.042	222330	1.505	13805.91	45.6854	78	228.427	0.16	2533.33333333333	417411	Yes	0.975652229650713	234.12748216829	0.955657600738643	239.025985691366
Blasche-S3_P3-B10	Alanine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.038	96569	1.804	1330.56	90.1156	78	450.578	0.16	951	105926	Yes	0.975652229650713	461.822344383212	0.955657600738643	471.484765727538
Blasche-S3_P3-B10	Phenylalanine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.055	157441	1.203	658.49	19.8149	78	99.0745	0.16	1648.33333333333	642319.333333333	Yes	0.975652229650713	101.546941614092	0.955657600738643	103.671545042308
Blasche-S3_P3-B10	Homoserine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.035	287	1.908	18.56	0.7209	78	3.6045	0.16	74.3333333333333	35731	Yes	0.975652229650713	3.6944516605988	0.955657600738643	3.77174837223502
Blasche-S3_P3-B10	Isoleucine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.055	314573	1.289	251.95	19.2051	78	96.0255	0.16	3871.66666666667	1031824.33333333	Yes	0.975652229650713	98.4218526660647	0.955657600738643	100.481071804149
Blasche-S3_P3-B10	Kynurenine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.045	411	1.307	22.27	0.0506	78	0.253	0.16	1008.33333333333	716755.333333333	Lower	0.975652229650713	0.25931371067596	0.955657600738643	0.264739169975159
Blasche-S3_P3-B10	Agmatine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.038	4076	2.115	175.31	0.0144	78	0.072	0.16	49151.3333333333	1493261.33333333	Lower	0.975652229650713	0.0737967872279411	0.955657600738643	0.0753407914553812
Blasche-S3_P3-B10	Tryptophan	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.049	58862	1.281	375.69	5.5653	78	27.8265	0.16	1417.33333333333	831942	Yes	0.975652229650713	28.520920830532	0.955657600738643	29.1176462976828
Blasche-S3_P3-B10	Threonine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.039	19391	1.881	540.13	10.4122	78	52.061	0.16	324	167510	Yes	0.975652229650713	53.3602019426922	0.955657600738643	54.4766242216472
Blasche-S3_P3-B10	GABA	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.039	1466	2.147	13.95	0.7511	78	3.7555	0.16	465.333333333333	29886.6666666667	Yes	0.975652229650713	3.84921992270184	0.955657600738643	3.92975475431506
Blasche-S3_P3-B10	Tyrosine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.041	4153	1.597	178.23	1.1901	78	5.9505	0.064	258	151604	Yes	0.975652229650713	6.09899697777588	0.955657600738643	6.22660249382286
Blasche-S3_P3-B10	Proline	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.081	42842	2.324	151.09	10.179	78	50.895	0.8	2227	186747.333333333	Yes	0.975652229650713	52.1651039717509	0.955657600738643	53.2565219600226
Blasche-S3_P3-B10	Methionine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.048	12631	1.425	70.12	9.8177	78	49.0885	0.16	354.333333333333	55165.6666666667	Yes	0.975652229650713	50.3135220810942	0.955657600738643	51.3662005744094
Blasche-S3_P3-B10	Dopamine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.048	206	0.907	24.36	0.0033	78	0.0165	0.16	9271.66666666667	3151562.33333333	Lower	0.975652229650713	0.0169117637397365	0.955657600738643	0.0172655980418582
Blasche-S3_P3-B10	Citrulline	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.036	649	2.087	6.06	0.3788	78	1.894	0.16	313.666666666667	398619.333333333	Yes	0.975652229650713	1.94126548624612	0.955657600738643	1.98188137522905
Blasche-S3_P3-B10	Leucine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.055	622812	1.194	12425.79	53.6399	78	268.1995	0.16	4180.66666666667	1064541.66666667	Yes	0.975652229650713	274.892519946391	0.955657600738643	280.643924971354
Blasche-S3_P3-B10	Ornithine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.039	6631	2.383	49.89	1.9336	78	9.668	0.16	361	134187.333333333	Yes	0.975652229650713	9.90926859610742	0.955657600738643	10.1165940526476
Blasche-S3_P3-B10	Lysine	Blasche-S3_P3-B10.d	11/7/23 21:16	P3-B10	Sample	0.2	0	0.036	157758	2.355	1454.62	70.205	78	351.025	0.16	1370	198000	Yes	0.975652229650713	359.784961620667	0.955657600738643	367.312518342016
Blasche-S3_P3-B11	GABA	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.04	1557	2.153	9.37	0.8067	88	4.0335	0.16	465.333333333333	29886.6666666667	Yes	0.993495658040608	4.05990702360486	0.952708378958136	4.23371945611621
Blasche-S3_P3-B11	Histidine	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.041	38208	2.301	367.77	4.2414	88	21.207	0.8	3225	427967.333333333	Yes	0.993495658040608	21.3458406469786	0.952708378958136	22.2596971627263
Blasche-S3_P3-B11	Ornithine	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.039	6581	2.383	302.72	1.9188	88	9.594	0.16	361	134187.333333333	Yes	0.993495658040608	9.65681120229703	0.952708378958136	10.0702378733058
Blasche-S3_P3-B11	Cadaverine	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.039	61721	2.148	300.17	0.8034	88	4.017	0.16	17316	1409136	Yes	0.993495658040608	4.04329899933575	0.952708378958136	4.21640041036788
Blasche-S3_P3-B11	Methionine	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.049	12307	1.43	67.94	9.526	88	47.63	0.16	354.333333333333	55165.6666666667	Yes	0.993495658040608	47.9418300568488	0.952708378958136	49.9943120601997
Blasche-S3_P3-B11	Dopamine	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.045	421	0.907	18.48	0.0078	88	0.039	0.16	9271.66666666667	3151562.33333333	Lower	0.993495658040608	0.0392553300906383	0.952708378958136	0.0409359263142512
Blasche-S3_P3-B11	Nicotinic Acid	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.04	4077	0.419	97.56	0.0647	88	0.3235	0.16	9843	1128558	Lower	0.993495658040608	0.325617930367218	0.952708378958136	0.339558260581033
Blasche-S3_P3-B11	Phenylalanine	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.055	159380	1.203	7107.41	20.0963	88	100.4815	0.16	1648.33333333333	642319.333333333	Yes	0.993495658040608	101.139344884679	0.952708378958136	105.469314870396
Blasche-S3_P3-B11	Glycine	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.037	1488	1.919	50.24	54.4895	88	272.4475	0.16	24.3333333333333	2570.66666666667	Yes	0.993495658040608	274.231193458184	0.952708378958136	285.971558576973
Blasche-S3_P3-B11	Pyridoxal	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.079	629	0.428	40.65	0.0014	88	0.007	0.16	63937	3253749.33333333	Lower	0.993495658040608	0.00704582847780688	0.952708378958136	0.00734747395383997
Blasche-S3_P3-B11	Leucine	Blasche-S3_P3-B11.d	11/7/23 21:55	P3-B11	Sample	0.2	0	0.055	632752	1.194	22819.85	54.642	88	273.21	0.16	4180.66666666667	1064541.66666667	Yes	0.993495658040608	274.998685488802	0.952708378958136	286.771908418374
