Compound	Level	Data.File	Name	Acq..Date.Time	Pos.	Type	Vol.	FWHM	Area	RT	SN_ratio	Calculated_Concentration	Time	Concentration	LOD	SN_bi	Mean	Upper	Lower
GABA	0	Blasche-S3_P3-A5.d	Blasche-S3_P3-A5	11/7/23 23:55	P3-A5	Sample	0.2	0.04	1509	2.147	77.7	0.7773	117	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D7.d	Blasche-S3_P3-D7	11/7/23 17:29	P3-D7	Sample	0.2	0.039	1700	2.147	43.23	0.8962	22	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F4.d	Blasche-S3_P3-F4	11/7/23 18:05	P3-F4	Sample	0.2	0.038	1694	2.147	35.1	0.8927	31	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D1.d	Blasche-S3_P3-D1	11/7/23 20:44	P3-D1	Sample	0.2	0.039	1617	2.153	145.27	0.8446	70	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G1.d	Blasche-S3_P3-G1	11/7/23 17:49	P3-G1	Sample	0.2	0.038	1641	2.147	25.03	0.8596	27	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G11.d	Blasche-S3_P3-G11	11/7/23 17:53	P3-G11	Sample	0.2	0.04	1787	2.147	14.17	0.9514	28	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0.042	26510	2.147	127.19	23.9198	115	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G10.d	Blasche-S3_P3-G10	11/7/23 21:12	P3-G10	Sample	0.2	0.038	1658	2.147	10.45	0.8702	77	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0.043	27076	2.147	155.64	24.5322	130	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C9.d	Blasche-S3_P3-C9	11/7/23 21:32	P3-C9	Sample	0.2	0.039	1506	2.153	12.57	0.7754	82	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	h2o_blank_1.d	h2o_blank_1	11/7/23 16:05	P1-B1	Blank	0.2	0.037	25	2.179	4.41	0	1	1e-04	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C4.d	Blasche-S3_P3-C4	11/8/23 0:03	P3-C4	Sample	0.2	0.04	1534	2.147	14.63	0.7926	119	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E1.d	Blasche-S3_P3-E1	11/7/23 23:51	P3-E1	Sample	0.2	0.038	1496	2.147	26.55	0.7696	116	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A10.d	Blasche-S3_P3-A10	11/7/23 18:37	P3-A10	Sample	0.2	0.037	1514	2.153	13	0.7807	38	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0.043	27388	2.147	1114.95	24.8702	98	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	5	std5_13.d	std5_13	11/7/23 22:47	P1-A4	Cal	1	0.04	1739	2.153	37.36	0.9208	100	0.8	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0.043	28209	2.147	744.91	25.7637	66	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F7.d	Blasche-S3_P3-F7	11/7/23 20:48	P3-F7	Sample	0.2	0.037	1448	2.147	23.01	0.7401	71	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F3.d	Blasche-S3_P3-F3	11/7/23 20:52	P3-F3	Sample	0.2	0.038	1499	2.153	11.83	0.7712	72	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D11.d	Blasche-S3_P3-D11	11/7/23 20:56	P3-D11	Sample	0.2	0.038	1480	2.147	14.83	0.7595	73	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-H2.d	Blasche-S3_P3-H2	11/7/23 21:00	P3-H2	Sample	0.2	0.04	1801	2.147	51.59	0.9603	74	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-H1.d	Blasche-S3_P3-H1	11/7/23 18:09	P3-H1	Sample	0.2	0.038	1719	2.153	41.22	0.9084	32	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	8	std8_17.d	std8_17	11/8/23 0:51	P1-A1	Cal	1	0.041	30355	2.147	204.56	28.1248	131	100	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0.043	26439	2.147	790.12	23.843	83	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D3.d	Blasche-S3_P3-D3	11/7/23 21:40	P3-D3	Sample	0.2	0.041	1540	2.153	13.78	0.7964	84	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G4.d	Blasche-S3_P3-G4	11/7/23 21:44	P3-G4	Sample	0.2	0.04	1885	2.153	30.15	1.0144	85	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B4.d	Blasche-S3_P3-B4	11/7/23 23:59	P3-B4	Sample	0.2	0.039	1591	2.147	14.97	0.8284	118	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C11.d	Blasche-S3_P3-C11	11/7/23 23:35	P3-C11	Sample	0.2	0.039	1510	2.147	12.06	0.7778	112	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C12.d	Blasche-S3_P3-C12	11/7/23 23:39	P3-C12	Sample	0.2	0.042	1389	2.147	14.12	0.7039	113	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F10.d	Blasche-S3_P3-F10	11/7/23 23:43	P3-F10	Sample	0.2	0.038	1516	2.147	13.97	0.7817	114	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	4	std4_9.d	std4_9	11/7/23 20:40	P1-A5	Cal	1	0.037	460	2.147	6.41	0.1877	69	0.16	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C10.d	Blasche-S3_P3-C10	11/7/23 21:52	P3-C10	Sample	0.2	0.038	1485	2.153	15.85	0.7624	87	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B11.d	Blasche-S3_P3-B11	11/7/23 21:55	P3-B11	Sample	0.2	0.04	1557	2.153	9.37	0.8067	88	1000	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-H8.d	Blasche-S3_P3-H8	11/7/23 21:59	P3-H8	Sample	0.2	0.039	1779	2.153	26.92	0.9464	89	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	8	std8_9.d	std8_9	11/7/23 20:32	P1-A1	Cal	1	0.041	29815	2.153	112.22	27.5274	67	100	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0.043	26882	2.147	896.27	24.3222	76	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	8	std8_1.d	std8_1	11/7/23 16:14	P1-A1	Cal	1	0.041	29490	2.147	452.81	27.1694	3	100	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C7.d	Blasche-S3_P3-C7	11/7/23 19:09	P3-C7	Sample	0.2	0.037	1446	2.153	11.84	0.739	46	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0.042	27596	2.153	311.5	25.0962	34	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F11.d	Blasche-S3_P3-F11	11/7/23 17:25	P3-F11	Sample	0.2	0.037	1555	2.147	23.56	0.8056	21	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-H4.d	Blasche-S3_P3-H4	11/7/23 22:27	P3-H4	Sample	0.2	0.04	1785	2.147	63.61	0.9504	96	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0.042	27688	2.147	122.11	25.1958	2	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E10.d	Blasche-S3_P3-E10	11/7/23 16:25	P3-E10	Sample	0.2	0.037	1583	2.153	19.94	0.8234	6	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	4	std4_1.d	std4_1	11/7/23 16:21	P1-A5	Cal	1	0.041	423	2.153	26.76	0.17	5	0.16	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-H5.d	Blasche-S3_P3-H5	11/7/23 16:34	P3-H5	Sample	0.2	0.038	1767	2.147	69.91	0.9386	8	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E7.d	Blasche-S3_P3-E7	11/7/23 16:38	P3-E7	Sample	0.2	0.037	1532	2.147	27.93	0.7913	9	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D5.d	Blasche-S3_P3-D5	11/7/23 18:41	P3-D5	Sample	0.2	0.039	1624	2.147	29.02	0.8488	39	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A8.d	Blasche-S3_P3-A8	11/7/23 21:04	P3-A8	Sample	0.2	0.038	1654	2.147	119.69	0.8677	75	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	6	std6_17.d	std6_17	11/8/23 0:55	P1-A3	Cal	1	0.039	5769	2.147	138.84	3.8628	132	4	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	7	std7_13.d	std7_13	11/7/23 22:43	P1-A2	Cal	1	0.042	16824	2.147	357.76	13.8884	99	20	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0.043	26980	2.147	905.93	24.4283	90	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D8.d	Blasche-S3_P3-D8	11/7/23 22:19	P3-D8	Sample	0.2	0.04	1541	2.147	34.02	0.7974	94	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C3.d	Blasche-S3_P3-C3	11/7/23 17:21	P3-C3	Sample	0.2	0.04	1602	2.153	34	0.8351	20	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D12.d	Blasche-S3_P3-D12	11/7/23 20:08	P3-D12	Sample	0.2	0.039	1526	2.147	14.94	0.7882	61	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G2.d	Blasche-S3_P3-G2	11/7/23 20:12	P3-G2	Sample	0.2	0.04	1789	2.153	420.83	0.9529	62	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G6.d	Blasche-S3_P3-G6	11/7/23 20:16	P3-G6	Sample	0.2	0.037	1581	2.147	67.34	0.822	63	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E12.d	Blasche-S3_P3-E12	11/7/23 16:30	P3-E12	Sample	0.2	0.038	1628	2.147	122.55	0.851	7	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E5.d	Blasche-S3_P3-E5	11/7/23 19:32	P3-E5	Sample	0.2	0.037	1486	2.153	17.08	0.7631	52	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C8.d	Blasche-S3_P3-C8	11/7/23 19:36	P3-C8	Sample	0.2	0.04	1314	2.153	16.89	0.6588	53	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C6.d	Blasche-S3_P3-C6	11/7/23 16:42	P3-C6	Sample	0.2	0.039	1514	2.147	30.47	0.7805	10	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A6.d	Blasche-S3_P3-A6	11/7/23 18:45	P3-A6	Sample	0.2	0.038	1463	2.147	19.4	0.7494	40	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D4.d	Blasche-S3_P3-D4	11/7/23 22:15	P3-D4	Sample	0.2	0.036	1155	2.147	15.68	0.5649	93	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	7	std7_5.d	std7_5	11/7/23 18:25	P1-A2	Cal	1	0.041	17379	2.153	133.32	14.4378	35	20	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C1.d	Blasche-S3_P3-C1	11/7/23 17:05	P3-C1	Sample	0.2	0.04	1657	2.153	26.96	0.8692	16	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B1.d	Blasche-S3_P3-B1	11/7/23 22:07	P3-B1	Sample	0.2	0.038	1678	2.147	42.02	0.8826	91	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B2.d	Blasche-S3_P3-B2	11/7/23 22:23	P3-B2	Sample	0.2	0.04	1480	2.147	45.26	0.7594	95	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G12.d	Blasche-S3_P3-G12	11/7/23 19:16	P3-G12	Sample	0.2	0.039	1690	2.153	41.21	0.8902	48	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B5.d	Blasche-S3_P3-B5	11/7/23 19:20	P3-B5	Sample	0.2	0.037	1407	2.153	9.9	0.7149	49	1000	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A7.d	Blasche-S3_P3-A7	11/7/23 19:24	P3-A7	Sample	0.2	0.039	1476	2.153	15.85	0.7571	50	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A9.d	Blasche-S3_P3-A9	11/7/23 20:20	P3-A9	Sample	0.2	0.04	1648	2.147	29.31	0.8635	64	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	4	std4_17.d	std4_17	11/8/23 0:58	P1-A5	Cal	1	0.036	513	2.147	3.82	0.2139	133	0.16	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A2.d	Blasche-S3_P3-A2	11/7/23 19:05	P3-A2	Sample	0.2	0.039	1477	2.153	19.56	0.7575	45	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F9.d	Blasche-S3_P3-F9	11/7/23 19:40	P3-F9	Sample	0.2	0.038	1407	2.147	11.6	0.7151	54	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G7.d	Blasche-S3_P3-G7	11/7/23 19:44	P3-G7	Sample	0.2	0.041	1669	2.147	8.45	0.8771	55	1000	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0.043	27105	2.147	568.92	24.5629	44	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0.041	26943	2.147	498.68	24.3881	19	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0.042	26879	2.147	1176.56	24.3181	12	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F12.d	Blasche-S3_P3-F12	11/7/23 17:09	P3-F12	Sample	0.2	0.037	1571	2.147	19.93	0.816	17	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E6.d	Blasche-S3_P3-E6	11/7/23 19:13	P3-E6	Sample	0.2	0.039	1660	2.153	75.78	0.871	47	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	3	std3_5.d	std3_5	11/7/23 18:33	P1-A6	Cal	1	0.03	129	2.153	8.43	0.0409	37	0.032	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F5.d	Blasche-S3_P3-F5	11/7/23 23:23	P3-F5	Sample	0.2	0.039	1573	2.147	21.99	0.8172	109	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F1.d	Blasche-S3_P3-F1	11/7/23 23:27	P3-F1	Sample	0.2	0.04	1580	2.147	23.07	0.8212	110	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0.042	27317	2.153	8	24.7927	51	1000	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A4.d	Blasche-S3_P3-A4	11/7/23 16:45	P3-A4	Sample	0.2	0.039	1635	2.153	15.43	0.8558	11	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-H3.d	Blasche-S3_P3-H3	11/7/23 18:49	P3-H3	Sample	0.2	0.038	1699	2.147	17.05	0.8959	41	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B9.d	Blasche-S3_P3-B9	11/7/23 20:00	P3-B9	Sample	0.2	0.037	1597	2.153	19.73	0.8322	59	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B12.d	Blasche-S3_P3-B12	11/7/23 22:55	P3-B12	Sample	0.2	0.039	1532	2.153	48.54	0.7919	102	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-H7.d	Blasche-S3_P3-H7	11/7/23 18:57	P3-H7	Sample	0.2	0.04	1667	2.147	31.61	0.8759	43	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D6.d	Blasche-S3_P3-D6	11/7/23 22:11	P3-D6	Sample	0.2	0.038	1575	2.147	27.68	0.8185	92	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D10.d	Blasche-S3_P3-D10	11/7/23 17:01	P3-D10	Sample	0.2	0.039	1405	2.147	27.38	0.714	15	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E8.d	Blasche-S3_P3-E8	11/7/23 18:53	P3-E8	Sample	0.2	0.037	1611	2.147	15.14	0.8406	42	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A1.d	Blasche-S3_P3-A1	11/7/23 23:31	P3-A1	Sample	0.2	0.04	1617	2.153	63.49	0.8441	111	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B3.d	Blasche-S3_P3-B3	11/7/23 22:59	P3-B3	Sample	0.2	0.039	1602	2.147	8.56	0.8349	103	1000	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-C5.d	Blasche-S3_P3-C5	11/7/23 17:13	P3-C5	Sample	0.2	0.038	1448	2.153	15.85	0.7401	18	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G9.d	Blasche-S3_P3-G9	11/7/23 20:04	P3-G9	Sample	0.2	0.039	1681	2.147	9.55	0.8843	60	1000	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-H10.d	Blasche-S3_P3-H10	11/7/23 16:53	P3-H10	Sample	0.2	0.038	1692	2.147	23.86	0.8912	13	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-G5.d	Blasche-S3_P3-G5	11/7/23 16:57	P3-G5	Sample	0.2	0.039	1899	2.147	35.94	1.0234	14	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E11.d	Blasche-S3_P3-E11	11/7/23 19:52	P3-E11	Sample	0.2	0.038	1509	2.147	118.05	0.7771	57	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-D9.d	Blasche-S3_P3-D9	11/7/23 23:11	P3-D9	Sample	0.2	0.039	1488	2.147	14.82	0.7647	106	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-B6.d	Blasche-S3_P3-B6	11/7/23 23:15	P3-B6	Sample	0.2	0.038	1531	2.147	22.82	0.7912	107	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	3	std3_13.d	std3_13	11/7/23 22:51	P1-A6	Cal	1	0.034	203	2.153	3.42	0.0708	101	0.032	0.16	No	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0.043	26455	2.147	4339.6	23.8603	108	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-A3.d	Blasche-S3_P3-A3	11/7/23 19:48	P3-A3	Sample	0.2	0.038	1702	2.147	16.7	0.8975	56	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-E9.d	Blasche-S3_P3-E9	11/7/23 23:07	P3-E9	Sample	0.2	0.038	1380	2.147	17.24	0.6985	105	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0.042	26953	2.147	120.2	24.399	58	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
GABA	0	Blasche-S3_P3-F6.d	Blasche-S3_P3-F6	11/7/23 23:03	P3-F6	Sample	0.2	0.038	1753	2.147	116.3	0.9299	104	1000	0.16	Yes	2.14927819548872	2.25674210526316	2.04181428571429
Glutamic acid	0	Blasche-S3_P3-C11.d	Blasche-S3_P3-C11	11/7/23 23:35	P3-C11	Sample	0.2	0.035	32527	2.025	115.96	40.1176	112	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-H2.d	Blasche-S3_P3-H2	11/7/23 21:00	P3-H2	Sample	0.2	0.034	25219	2.02	272.53	31.0335	74	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-F3.d	Blasche-S3_P3-F3	11/7/23 20:52	P3-F3	Sample	0.2	0.034	27523	2.02	533.73	33.8973	72	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-D2.d	Blasche-S3_P3-D2	11/7/23 21:24	P3-D2	Sample	0.2	0.034	29908	2.02	1586.62	36.8623	80	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-C12.d	Blasche-S3_P3-C12	11/7/23 23:39	P3-C12	Sample	0.2	0.034	32620	2.025	8211.28	40.2329	113	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-D11.d	Blasche-S3_P3-D11	11/7/23 20:56	P3-D11	Sample	0.2	0.034	30037	2.02	2720.86	37.0228	73	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-F10.d	Blasche-S3_P3-F10	11/7/23 23:43	P3-F10	Sample	0.2	0.034	30328	2.025	58.07	37.3852	114	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	4	std4_1.d	std4_1	11/7/23 16:21	P1-A5	Cal	1	0.031	173	2.02	28.67	0	5	0.16	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-F2.d	Blasche-S3_P3-F2	11/7/23 21:20	P3-F2	Sample	0.2	0.034	28824	2.02	27002.12	35.5148	79	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-A8.d	Blasche-S3_P3-A8	11/7/23 21:04	P3-A8	Sample	0.2	0.034	23843	2.02	4221.9	29.3231	75	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-E3.d	Blasche-S3_P3-E3	11/7/23 17:57	P3-E3	Sample	0.2	0.034	27384	2.02	698.35	33.7253	29	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-F7.d	Blasche-S3_P3-F7	11/7/23 20:48	P3-F7	Sample	0.2	0.034	28088	2.02	131.4	34.6001	71	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-A1.d	Blasche-S3_P3-A1	11/7/23 23:31	P3-A1	Sample	0.2	0.035	26112	2.025	670.45	32.1439	111	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0.034	50685	2.02	1515.13	62.689	19	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	Blasche-S3_P3-D3.d	Blasche-S3_P3-D3	11/7/23 21:40	P3-D3	Sample	0.2	0.034	30200	2.02	4333.38	37.2259	84	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	0	QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0.035	50840	2.025	4618.34	62.8817	115	1000	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
Glutamic acid	4	std4_17.d	std4_17	11/8/23 0:58	P1-A5	Cal	1	0.037	489	2.025	17.6	0.2934	133	0.16	0.8	Yes	2.02132330827068	2.12238947368421	1.92025714285714
